-2.554836993	-6.448073324
-2.554069635	-6.615596341
-2.537133513	-6.729881841
-2.53365541	-6.661631151
-2.531522773	-6.914273961
-2.526363918	-6.74426751
-2.509998635	-6.643935107
-2.506799663	-6.571370768
-2.501627016	-6.560601872
-2.47996152	-7.061464127
-2.477029721	-5.989728999
-2.469979119	-6.496311677
-2.46126405	-6.218897348
-2.460112071	-7.037636734
-2.456328422	-7.275720303
-2.447967669	-7.517038495
-2.440078099	-6.805789933
-2.437752751	-6.975741014
-2.436341729	-7.730537889
-2.429724332	-7.566146655
-2.419846198	-6.827716622
-2.409878364	-6.563158065
-2.400473873	-7.350380415
-2.38972256	-7.460898418
-2.388254071	-7.22859745
-2.386441864	-7.978800648
-2.383553133	-8.234439011
-2.381277585	-7.214515582
-2.366175947	-7.528684897
-2.360868983	-7.753065821
-2.351362241	-7.125860868
-2.346382094	-8.011304596
-2.342710561	-7.771473646
-2.341349819	-7.210343139
-2.332539273	-7.104201336
-2.330101903	-8.208617856
-2.327592276	-7.115509534
-2.315961715	-7.842932323
-2.312145881	-7.646778287
-2.30417683	-7.442046189
-2.30394731	-7.643934927
-2.297130562	-7.713433758
-2.293575703	-7.561202254
-2.286388749	-8.148748266
-2.285512047	-7.838700163
-2.28430323	-8.252970768
-2.276082183	-6.797787615
-2.268380232	-7.667111145
-2.247140453	-7.192135667
-2.234506068	-7.007344139
-2.227774575	-6.962817546
-2.222323958	-7.745442647
-2.211340424	-7.466041033
-2.210270344	-7.24293854
-2.20943637	-8.247205057
-2.205833123	-7.209716336
-2.203932669	-7.758049661
-2.202860116	-7.541842993
-2.189709377	-7.395319598
-2.180360922	-7.950961656
-2.179747067	-7.287708189
-2.177827718	-7.537386839
-2.171886673	-8.060033003
-2.168125755	-7.764678851
-2.158527335	-7.891691292
-2.135579224	-8.001912712
-2.117215079	-7.274323245
-2.108816634	-7.168911972
-2.107905094	-7.925337224
-2.106072372	-7.644272724
-2.100753148	-6.568049695
-2.089264439	-7.456492171
-2.088749905	-7.950640082
-2.086270137	-6.809295563
-2.083300048	-7.960450862
-2.081317147	-6.824543732
-2.078819716	-7.598731618
-2.077842056	-7.524275209
-2.072001805	-6.938253989
-2.07021364	-7.287514447
-2.066568322	-7.453094271
-2.066229103	-6.872179816
-2.029647619	-7.019174907
-2.025253707	-6.906775089
-2.024233595	-6.401934326
-2.016480662	-6.425579
-2.014091203	-5.99233946
-2.01153868	-7.158667975
-2.007720539	-7.068310802
-2.004043023	-6.856221983
-1.995668742	-6.714120499
-1.989088135	-6.743342583
-1.981221783	-7.766928653
-1.973356627	-6.983815886
-1.937476316	-6.314023696
-1.936594123	-6.604558557
-1.931162902	-7.06420619
-1.922341087	-6.530137079
-1.919191003	-6.882755571
-1.917828563	-7.530202678
-1.903404912	-6.686980391
-1.902547101	-5.75327676
-1.900659325	-5.930724906
-1.893459232	-6.747966538
-1.890233049	-6.115219925
-1.888905707	-6.378238024
-1.864522328	-6.552945669
-1.862825679	-5.802596769
-1.852000374	-6.391713676
-1.849898577	-6.675693753
-1.843961839	-6.192630582
-1.836916092	-5.496566897
-1.83058014	-5.429013664
-1.828941302	-6.439187794
-1.828269534	-6.412518268
-1.826644998	-5.939611254
-1.825590022	-5.817606129
-1.819476522	-5.729409073
-1.811407192	-6.380738919
-1.79811136	-6.397904911
-1.797392452	-5.911921583
-1.789235519	-6.790273683
-1.788173837	-6.391705016
-1.788132748	-5.503207879
-1.767162141	-5.741912235
-1.764809976	-5.698890416
-1.758527081	-5.686997149
-1.755534304	-5.975975378
-1.75041156	-5.928980147
-1.744465986	-5.547677781
-1.743340315	-5.745335625
-1.742360545	-5.322428488
-1.731190276	-5.832335659
-1.725989623	-5.947459705
-1.72085734	-5.674069341
-1.693931575	-4.858720333
-1.693505036	-4.505841886
-1.688878404	-5.713003184
-1.685389903	-4.786879313
-1.684101379	-5.022775629
-1.677282883	-4.511361973
-1.675989403	-4.928667889
-1.66663073	-5.120070455
-1.659766782	-5.751010888
-1.659437143	-4.629566901
-1.658747943	-5.616596058
-1.657591557	-5.008411641
-1.654794457	-5.599253074
-1.652333032	-4.860437966
-1.6503035	-4.696481163
-1.649684989	-5.010251064
-1.636278918	-4.93078272
-1.622666439	-5.842449823
-1.618350953	-5.227435325
-1.607646472	-5.175432918
-1.590646611	-4.378728437
-1.575036702	-4.691596614
-1.570224339	-5.167876854
-1.55052783	-4.497632482
-1.548319658	-4.259333355
-1.543810087	-3.918476722
-1.538959361	-3.841828147
-1.538916875	-4.385057771
-1.535886798	-4.216374389
-1.532670333	-4.124788509
-1.526188175	-3.708588868
-1.512225879	-4.567887426
-1.507621966	-4.492876147
-1.50359892	-4.054200134
-1.497359762	-4.479735275
-1.496549549	-4.097397847
-1.482744282	-3.65967346
-1.470434425	-3.673888552
-1.461804639	-3.902339849
-1.459737074	-4.468047334
-1.448782097	-3.649815218
-1.44828525	-4.662668287
-1.445690048	-4.022110796
-1.431748309	-3.548694139
-1.415552216	-3.742424665
-1.411428679	-4.221088863
-1.410442524	-3.041395916
-1.399225469	-4.453995627
-1.386524749	-3.968580856
-1.386521705	-4.098759228
-1.382919392	-3.646472683
-1.376483101	-3.055549438
-1.375884181	-3.119429597
-1.375316414	-3.335576843
-1.372921119	-3.128162813
-1.369861906	-3.091140776
-1.367654526	-2.80933828
-1.359931569	-2.469682412
-1.353617237	-3.057204401
-1.347588079	-4.10839385
-1.342313439	-3.423315992
-1.326121788	-3.511799394
-1.322869001	-2.91165124
-1.296812401	-3.04397525
-1.294779129	-3.073832069
-1.294695573	-2.143323474
-1.292547742	-2.450853803
-1.289093931	-3.195753253
-1.286760563	-2.947410575
-1.285561077	-1.883186602
-1.283417233	-3.104773145
-1.280324823	-3.622351027
-1.273535525	-3.287149583
-1.272863274	-2.010601919
-1.270930067	-2.514639198
-1.268779629	-2.687394034
-1.267271462	-2.931733094
-1.253038483	-3.09304871
-1.248232523	-2.412462686
-1.24655441	-2.334474324
-1.240708451	-1.692386015
-1.233444273	-2.177370316
-1.222725118	-1.997225055
-1.206738155	-2.966769743
-1.206499918	-2.453061688
-1.189836507	-1.947501724
-1.186597145	-1.989532121
-1.185082325	-2.343836151
-1.182944507	-1.380446478
-1.172753069	-1.648839871
-1.164032932	-2.138979855
-1.15984414	-2.173092751
-1.15722639	-1.796574242
-1.151284155	-1.343774722
-1.142810385	-2.481108004
-1.107267075	-2.123841196
-1.106363018	-0.86827706
-1.10545395	-2.123595165
-1.090008473	-1.416830689
-1.080435379	-1.62183153
-1.063096156	-1.293133175
-1.058967693	-1.082442545
-1.044238344	-2.036921983
-1.042898472	-0.756310049
-1.034351059	-1.004677098
-1.030562682	-1.233428451
-1.022310848	-1.062051306
-1.017668583	-0.926903371
-1.017427984	-0.352855875
-1.015590085	-0.689108439
-1.003573397	-0.727256126
-1.002427731	-1.226348046
-1.00126612	-0.601280653
