22.5971	0.7	5	7.4
14.3337	0.7	4.88	10.2
8.15174	0.7	5.39	11.5
6.96215	0.7	5.713	15.1
5.29305	0.7	6.051	23.2
11.5779	0.7	5.036	9.7
8.64476	0.693	6.193	13.8
13.3598	0.693	5.887	12.7
8.71675	0.693	6.471	13.1
5.87205	0.693	6.405	12.5
7.67202	0.693	5.747	8.5
38.3518	0.693	5.453	5
9.91655	0.693	5.852	6.3
25.0461	0.693	5.987	5.6
14.2362	0.693	6.343	7.2
9.59571	0.693	6.404	12.1
24.8017	0.693	5.349	8.3
41.5292	0.693	5.531	8.5
67.9208	0.693	5.683	5
20.7162	0.659	4.138	11.9
11.9511	0.659	5.608	27.9
7.40389	0.597	5.617	17.2
14.4383	0.597	6.852	27.5
51.1358	0.597	5.757	15
14.0507	0.597	6.657	17.2
18.811	0.597	4.628	17.9
28.6558	0.597	5.155	16.3
45.7461	0.693	4.519	7
18.0846	0.679	6.434	7.2
10.8342	0.679	6.782	7.5
25.9406	0.679	5.304	10.4
73.5341	0.679	5.957	8.8
11.8123	0.718	6.824	8.4
11.0874	0.718	6.411	16.7
7.02259	0.718	6.006	14.2
12.0482	0.614	5.648	20.8
7.05042	0.614	6.103	13.4
8.79212	0.584	5.565	11.7
15.8603	0.679	5.896	8.3
12.2472	0.584	5.837	10.2
37.6619	0.679	6.202	10.9
7.36711	0.679	6.193	11
9.33889	0.679	6.38	9.5
8.49213	0.584	6.348	14.5
10.0623	0.584	6.833	14.1
6.44405	0.584	6.425	16.1
5.58107	0.713	6.436	14.3
7.52601	0.713	6.417	13
6.71772	0.713	6.749	13.4
5.44114	0.713	6.655	15.2
5.09017	0.713	6.297	16.1
8.24809	0.713	7.393	17.8
9.51363	0.713	6.728	14.9
4.75237	0.713	6.525	14.1
4.66883	0.713	5.976	12.7
8.20058	0.713	5.936	13.5
7.75223	0.713	6.301	14.9
6.80117	0.713	6.081	20
4.81213	0.713	6.701	16.4
3.69311	0.713	6.376	17.7
6.65492	0.713	6.317	19.5
5.82115	0.713	6.513	20.2
7.83932	0.655	6.209	21.4
3.1636	0.655	5.759	19.9
3.77498	0.655	5.952	19
4.42228	0.584	6.003	19.1
4.64689	0.614	6.98	29.8
8.05579	0.584	5.427	13.8
6.39312	0.584	6.162	13.3
4.87141	0.614	6.484	16.7
15.0234	0.614	5.304	12
10.233	0.614	6.185	14.6
14.3337	0.614	6.229	21.4
5.82401	0.532	6.242	23
5.70818	0.532	6.75	23.7
5.73116	0.532	7.061	25
2.81838	0.532	5.762	21.8
2.37857	0.583	5.871	20.6
3.67367	0.583	6.312	21.2
5.69175	0.583	6.114	19.1
4.83567	0.583	5.905	20.6
0.15086	0.609	5.454	15.2
0.18337	0.609	5.414	7
0.20746	0.609	5.093	8.1
0.10574	0.609	5.983	13.6
0.11132	0.609	5.983	20.1
0.17331	0.585	5.707	21.8
0.27957	0.585	5.926	24.5
0.17899	0.585	5.67	23.1
0.2896	0.585	5.39	19.7
0.26838	0.585	5.794	18.3
0.23912	0.585	6.019	21.2
0.17783	0.585	5.569	17.5
0.22438	0.585	6.027	16.8
0.06263	0.573	6.593	22.4
0.04527	0.573	6.12	20.6
0.06076	0.573	6.976	23.9
0.10959	0.573	6.794	22
0.04741	0.573	6.03	11.9
0.14932	0.453	5.741	18.7
0.17171	0.453	5.966	16
0.11027	0.453	6.456	22.2
0.1265	0.453	6.762	25
0.01951	0.4161	7.104	33
0.03584	0.398	6.29	23.5
0.04379	0.398	5.787	19.4
0.05789	0.409	5.878	22
0.13554	0.409	5.594	17.4
0.12816	0.409	5.885	20.9
0.08826	0.413	6.417	24.2
0.15876	0.413	5.961	21.7
0.09164	0.413	6.065	22.8
0.19539	0.413	6.245	23.4
0.07896	0.437	6.273	24.1
0.09512	0.437	6.286	21.4
0.10153	0.437	6.279	20
15.5757	0.58	5.926	19.1
13.0751	0.58	5.713	20.1
4.34879	0.58	6.167	19.9
4.03841	0.532	6.229	19.6
3.56868	0.58	6.437	23.2
1.27346	0.605	6.25	27
1.46336	0.605	7.489	50
1.83377	0.605	7.802	50
1.51902	0.605	8.375	50
2.24236	0.605	5.854	22.7
2.924	0.605	6.101	25
2.01019	0.605	7.929	50
0.08707	0.437	6.14	20.8
0.05646	0.437	6.232	21.2
0.08387	0.437	5.874	20.3
0.22927	0.448	6.03	16.6
0.25387	0.448	5.399	14.4
0.21977	0.448	5.602	19.4
0.04113	0.426	6.727	28
0.04462	0.426	6.619	23.9
0.03659	0.426	6.302	24.8
13.9134	0.713	6.208	11.70
11.1604	0.74	6.629	13.4
14.4208	0.74	6.461	9.6
15.1772	0.74	6.152	8.7
13.6781	0.74	5.935	8.4
9.39063	0.74	5.627	12.8
22.0511	0.74	5.818	10.5
9.72418	0.74	6.406	17.1
5.66637	0.74	6.219	18.4
9.96654	0.74	6.485	15.4
12.8023	0.74	5.854	10.8
10.6718	0.74	6.459	11.8
6.28807	0.74	6.341	14.9
9.92485	0.74	6.251	12.6
9.32909	0.713	6.185	14.1
